Ticker,ISIN Code,Company Name,min_date,max_date,figi,cik
WLP,US94973H1086,Wellpoint Health Networks Inc,1999-06-30,2004-09-30,BBG002GWG795,
WLTW,IE00BDB6Q211,Willis Towers Watson,2016-03-31,2020-06-30,BBG000DB3XL1,0001140536
WM,US94106L1098,Waste Management Inc.,1998-09-30,2020-06-30,BBG000BWVV12,0000823768
WMB,US9694571004,Williams Companies Inc,1975-03-31,2020-06-30,BBG000BWVH31,0000107263
WMT,US9311421039,Wal-Mart Stores Inc,1982-09-30,2020-06-30,BBG000BWXCP6,0000104169
WMX,US94106K1016,Waste Management Inc. (Old),1981-09-30,1998-06-30,,
WOR,US9818111026,Worthington Industries Inc,1988-09-30,2004-09-30,BBG000HL78W4,0000108516
WPX,US98212B1035,WPX Energy Inc,2012-03-31,2013-12-31,BBG001NY45P4,0001518832
WRB,US0844231029,W. R. Berkley Corp,2019-12-31,2020-06-30,BBG000BD1KV8,0000011544
WRK,US96145D1054,WestRock Co,1970-03-31,2020-06-30,BBG009CGQPV3,0001732845
WST,US9553061055,West Pharmaceutical Services Inc,2020-05-31,2020-06-30,BBG000BX26F2,0000105770
WU,US9598021098,Western Union Co.,2006-12-31,2020-06-30,BBG000BB55B3,0001365135
WWY,US9825261053,Wrigley Co.,1970-03-31,2008-09-30,BBG002GPYGD5,
WY,US9621661043,Weyerhaeuser Co,1970-03-31,2020-06-30,BBG000BX3GC2,0000106535
WYE,US9830241009,Wyeth Corp.,1970-03-31,2009-09-30,BBG002GLN1S3,0000005187
WYND,US98310W1080,Wyndham Destinations Inc,2006-09-30,2018-04-30,BBG000PV2N55,0001361658
WYNN,US9831341071,Wynn Resorts Ltd,2008-12-31,2020-06-30,BBG000LD9X14,0001174922
X,US9129091081,United States Steel Corp,1991-06-30,2014-06-30,BBG000BX3W91,0001163302
X (Old),90337T10,USX Corporation,1970-03-31,1991-03-31,,
XEC,US1717981013,Cimarex Energy Co,2014-06-30,2020-02-29,BBG000D6L418,0001168054
XEL,US98389B1008,Xcel Energy Inc.,1970-03-31,2020-06-30,BBG000BCV381,0000072903
XL,BMG982941046,XL Group Ltd,2001-09-30,2018-08-31,BBG00DBBG4B6,0000875159
XLNX,US9839191015,Xilinx Inc.,1999-12-31,2020-06-30,BBG000C0FFN0,0000743988
XOM,US30231G1022,Exxon Mobil Corp.,1970-03-31,2020-06-30,BBG000GZQBJ1,0000034088
XRAY,US24906P1093,Dentsply Sirona Inc,2008-12-31,2020-06-30,BBG000BX5KG7,0000818479
XRX,US98421M1062,Xerox Corp.,1970-03-31,2020-06-30,BBG00NRX6QL0,
XTO,US98385X1063,XTO Energy Inc.,2004-12-31,2010-03-31,BBG002GT30B8,0000868809
XYL,US98419M1009,Xylem Inc.,2011-12-31,2020-06-30,BBG00256TDP9,0001524472
YHOO,US9843321061,Yahoo! Inc,1999-12-31,2017-05-31,BBG000GFJ6R5,0001011006
YNR,US9874251054,Young & Rubicam Inc,2000-03-31,2000-09-30,,
YRCW,US9842496070,YRC Worldwide Inc.,1976-09-30,1996-09-30,BBG000BX71F8,0000716006
YUM,US9884981013,Yum! Brands Inc.,1997-12-31,2020-06-30,BBG000BH3J68,0001041061
ZBH,US98956P1021,Zimmer Biomet Holdings Inc,2001-09-30,2020-06-30,BBG000BKPMZ8,0001136869
ZBRA,US9892071054,Zebra Technologies Corp,2019-12-31,2020-06-30,BBG000CC8YY9,0000877212
ZE,US9893491053,Zenith Electronics Corp,1970-03-31,1995-09-30,,
ZION,US9897011071,Zions Bancorp,2001-06-30,2020-06-30,BBG000BXB5Q2,0000109380
ZRN,US9898241073,Zurn Industries Inc,1982-03-31,1995-09-30,,
ZTS,US98978V1035,Zoetis Inc,2013-06-30,2020-06-30,BBG003932MF0,0001555280
